OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CO,USGS Colorado Water Science Center,USGS-06720780,"WALNUT CREEK AT ROCKY FLATS PLANT, CO.",Stream,,10190003,1.09,sq mi,,,39.8991527,-105.1847094,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,059,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06720790,"SOUTH WALNUT CREEK AT ROCKY FLATS PLANT, CO.",Stream,,10190003,0.4,sq mi,,,39.8955417,-105.1847094,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,059,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06720800,"BIG DRY CREEK TRIBUTARY AT WESTMINSTER, CO.",Stream,,10190003,0.4,sq mi,,,39.8674858,-105.0372045,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,001,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06720820,"BIG DRY CREEK AT WESTMINSTER, CO",Stream,,10190003,43.9,sq mi,,,39.9056806,-105.0353889,24000,1,seconds,Interpolated from MAP.,NAD83,5215,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,001,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06720990,"BIG DRY CREEK AT MOUTH NEAR FORT LUPTON, CO",Stream,,10190003,107,sq mi,,,40.0688333,-104.8319861,24000,1,seconds,Interpolated from MAP.,NAD83,4900,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06721000,"SOUTH PLATTE RIVER AT FORT LUPTON, CO.",Stream,,10190003,5043,sq mi,,,40.1160944,-104.8185831,24000,3,seconds,Interpolated from MAP.,NAD83,4860,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06721500,"NORTH ST. VRAIN CREEK NEAR ALLENS PARK, CO.",Stream,,10190005,32.6,sq mi,,,40.2188737,-105.5283329,,5,seconds,Interpolated from MAP.,NAD83,8290.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06722000,"N ST. VRAIN CREEK AT LONGMONT DAM, NR LYONS, CO.",Stream,,10190005,106,sq mi,,,40.2219296,-105.3586038,,5,seconds,Interpolated from MAP.,NAD83,6050.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06722500,"SOUTH ST. VRAIN CREEK NEAR WARD, CO.",Stream,,10190005,14.4,sq mi,,,40.0908193,-105.514443,,5,seconds,Interpolated from MAP.,NAD83,9372.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06722900,"MIDDLE ST. VRAIN CREEK NEAR RAYMOND, CO.",Stream,,10190005,16.8,sq mi,,,40.1297078,-105.51861,,5,seconds,Interpolated from MAP.,NAD83,8680.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06723000,"MIDDLE ST. VRAIN CREEK NEAR ALLENS PARK, CO.",Stream,,10190005,28,sq mi,,,40.1666519,-105.4444406,,5,seconds,Interpolated from MAP.,NAD83,7560.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06723400,"SOUTH ST. VRAIN CREEK ABOVE LYONS, CO.",Stream,,10190005,81.4,sq mi,,,40.2110965,-105.2802673,,5,seconds,Interpolated from MAP.,NAD83,5355.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06724000,"ST. VRAIN CREEK AT LYONS, CO.",Stream,,10190005,216,sq mi,,,40.2180409,-105.2599887,24000,5,seconds,Interpolated from MAP.,NAD83,5292.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06724245,"CALKINS LAKE (UNION RESERVOIR), CO.","Lake, Reservoir, Impoundment",,10190005,,,,,40.17304,-105.0441475,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06724500,"LEFT HAND CREEK NEAR BOULDER, CO.",Stream,,10190005,52,sq mi,,,40.1255411,-105.3038797,,5,seconds,Interpolated from MAP.,NAD83,5710.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06724600,"LEFT HAND CREEK AT ALTONA, CO.",Stream,,10190005,59,sq mi,,,40.1324855,-105.2905458,,5,seconds,Interpolated from MAP.,NAD83,5615.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06724970,"LEFT HAND CREEK AT HOVER ROAD NEAR LONGMONT, CO",Stream,,10190005,71.6,sq mi,,,40.1342778,-105.1308194,24000,1,minutes,Interpolated from Digital MAP.,NAD83,4994,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06725000,"LEFT HAND CREEK AT MOUTH, AT LONGMONT, CO.",Stream,,10190005,72.6,sq mi,,,40.1472069,-105.1019276,,5,seconds,Interpolated from MAP.,NAD83,4940.29,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06725100,"ST. VRAIN CREEK NEAR LONGMONT, CO.",Stream,,10190005,372,sq mi,,,40.1519289,-105.0533146,,5,seconds,Interpolated from MAP.,NAD83,4890.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06725345,"BOULDER RESERVOIR, CO.","Lake, Reservoir, Impoundment",,10190005,,,,,40.0749853,-105.211932,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06725450,"ST. VRAIN CREEK BELOW LONGMONT, CO",Stream,,10190005,423,sq mi,,,40.1574222,-105.0153944,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,4852,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06725500,"MIDDLE BOULDER CREEK AT NEDERLAND, CO.",Stream,,10190005,36.2,sq mi,,,39.9616536,-105.504442,,5,seconds,Interpolated from MAP.,NAD83,8186.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06726000,"NORTH BOULDER CREEK AT SILVER LAKE, CO.",Stream,,10190005,8.7,sq mi,,,40.0277644,-105.575556,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06726500,"NORTH BOULDER CREEK NEAR NEDERLAND, CO.",Stream,,10190005,30.4,sq mi,,,39.9877646,-105.4963864,,5,seconds,Interpolated from MAP.,NAD83,8135.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06726900,"BUMMERS GULCH NEAR EL VADO, CO.",Stream,,10190005,3.87,sq mi,,,40.0116527,-105.3486038,,5,seconds,Interpolated from MAP.,NAD83,6270,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06727000,"BOULDER CREEK NEAR ORODELL, CO.",Stream,,10190005,102,sq mi,,,40.0063748,-105.3308254,,5,seconds,Interpolated from MAP.,NAD83,5826.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06727400,"FOURMILE CREEK NEAR CRISMAN, CO",Stream,,10190005,19,sq mi,,,40.0457222,-105.3676111,24000,1,seconds,Interpolated from MAP.,NAD83,6420,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06727410,"FOURMILE CREEK AT LOGAN MILL ROAD NEAR CRISMAN, CO",Stream,,10190005,19.2,sq mi,,,40.0420278,-105.3649167,24000,.1,seconds,Interpolated from MAP.,NAD83,6341,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06727500,"FOURMILE CREEK AT ORODELL, CO",Stream,,10190005,24.2,sq mi,,,40.0186667,-105.32625,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,5750,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06728000,"BOULDER CREEK NEAR BOULDER, CO.",Stream,,10190005,129,sq mi,,,40.0119302,-105.30138,,5,seconds,Interpolated from MAP.,NAD83,5450.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06728011,"SUNSHINE CREEK AT BOULDER, CO",Stream,,10190005,1.45,sq mi,,,40.0208191,-105.2969354,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06728200,"SKUNK CREEK AT BOULDER, CO.",Stream,,10190005,0.7,sq mi,,,39.9910968,-105.2691568,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06728300,"TWOMILE CREEK AT BOULDER, CO.",Stream,,10190005,0.8,sq mi,,,40.0497079,-105.3049911,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06728350,"GOOSE CREEK AT BOULDER, CO.",Stream,,10190005,0.6,sq mi,,,40.0263745,-105.27249,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06728400,"BOULDER CREEK TRIBUTARY AT BOULDER, CO.",Stream,,10190005,0.2,sq mi,,,39.9799857,-105.245267,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06729000,"SOUTH BOULDER CREEK NEAR ROLLINSVILLE, CO.",Stream,,10190005,42.7,sq mi,,,39.9147094,-105.5019417,,5,seconds,Interpolated from MAP.,NAD83,8380.00,feet,15,feet,Unknown.,NGVD29,US,08,047,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06729300,"SOUTH BOULDER CREEK AT PINECLIFFE, CO",Stream,,10190005,72.7,sq mi,,,39.9316535,-105.4230505,,5,seconds,Interpolated from MAP.,NAD83,7930,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06729500,"SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS, CO.",Stream,,10190005,111,sq mi,,,39.9310974,-105.2958242,,5,seconds,Interpolated from MAP.,NAD83,6080.00,feet,15,feet,Unknown.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730160,"FOURMILE CANYON CREEK NEAR SUNSHINE, CO",Stream,,10190005,1.8,sq mi,,,40.0576111,-105.3487778,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6639,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,013,,,,20120416,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730200,"BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO",Stream,,10190005,307,sq mi,,,40.0516518,-105.1788754,,1,minutes,Interpolated from MAP.,NAD83,5106,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730300,"COAL CREEK NEAR PLAINVIEW, CO.",Stream,,10190005,15.2,sq mi,,,39.8777644,-105.2772125,,5,seconds,Interpolated from MAP.,NAD83,6540.00,feet,15,feet,Unknown.,NGVD29,US,08,059,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730400,"COAL CREEK NEAR LOUISVILLE, CO",Stream,,10190005,32,sq mi,,,39.9760962,-105.1172068,24000,5,seconds,Interpolated from MAP.,NAD83,5280,feet,25,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730450,"ROCK CREEK TRIBUTARY AT BROOMFIELD, CO.",Stream,,10190005,0.2,sq mi,,,39.9144301,-105.1147069,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,014,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730500,"BOULDER CREEK AT MOUTH NEAR LONGMONT, CO",Stream,,10190005,447,sq mi,,,40.1387778,-105.0202222,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,4860,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06730525,ST VRAIN CR BLW BOULDER CR AT HWY 119 NR LONGMONT,Stream,,10190005,872,sq mi,,,40.1604667,-105.0079361,24000,10,seconds,Interpolated from Digital MAP.,NAD83,4849,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,123,,,,20130914,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06731000,"ST. VRAIN CREEK AT MOUTH, NEAR PLATTEVILLE, CO.",Stream,,10190005,979,sq mi,,,40.2580387,-104.879696,24000,5,seconds,Interpolated from MAP.,NAD83,4740.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06731245,"LOWER LATHAM RESERVOIR, CO.","Lake, Reservoir, Impoundment",,10190003,,,,,40.3555367,-104.6341292,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06731800,"BOULDER BROOK NEAR ESTES PARK, CO.",Stream,,10190006,3.83,sq mi,,,40.3158177,-105.615836,,5,seconds,Interpolated from MAP.,NAD83,8850.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06732000,"GLACIER CREEK NEAR ESTES PARK, CO.",Stream,,10190006,24.6,sq mi,,,40.3452619,-105.5855569,24000,5,seconds,Interpolated from MAP.,NAD83,8000.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06732300,"BEAVER BROOK NEAR ESTES PARK, CO.",Stream,,10190006,1.49,sq mi,,,40.3744284,-105.6211137,,5,seconds,Interpolated from MAP.,NAD83,8590.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06732500,"FALL RIVER AT ESTES PARK, CO.",Stream,,10190006,39.8,sq mi,,,40.3763726,-105.5261098,,5,seconds,Interpolated from MAP.,NAD83,7550.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06733000,"BIG THOMPSON RIVER AT ESTES PARK, CO.",Stream,,10190006,138,sq mi,,,40.378317,-105.513887,,5,seconds,Interpolated from MAP.,NAD83,7492.50,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06734500,"FISH CREEK NEAR ESTES PARK, CO.",Stream,,10190006,15.8,sq mi,,,40.3685949,-105.4938863,,5,seconds,Interpolated from MAP.,NAD83,7475.80,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06734900,"OLYMPUS TUNNEL AT LAKE ESTES, CO.",Stream,,10190006,,,,,40.3737643,-105.4737131,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06735500,"BIG THOMPSON RIVER NEAR ESTES PARK, CO.",Stream,,10190006,155,sq mi,,,40.3763726,-105.4855525,,5,seconds,Interpolated from MAP.,NAD83,7422.50,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06735750,"NORTH FORK BIG THOMPSON RIVER NR GLEN HAVEN, CO",Stream,,10190006,,,,,40.4547306,-105.4475361,24000,1,minutes,Interpolated from Digital MAP.,NAD83,7207,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06736000,"NORTH FORK BIG THOMPSON RIVER AT DRAKE, CO.",Stream,,10190006,85.1,sq mi,,,40.4333169,-105.338879,,5,seconds,Interpolated from MAP.,NAD83,6170.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06736500,"BIG THOMPSON RIVER BL POWERHOUSE, NR DRAKE, CO.",Stream,,10190006,278,sq mi,,,40.4174838,-105.267765,,5,seconds,Interpolated from MAP.,NAD83,5600.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06736600,"BIG THOMPSON RV AT JASPER LAKE RD NR DRAKE, CO",Stream,,10190006,,,,,40.4156472,-105.2561917,24000,5,seconds,Interpolated from Digital MAP.,NAD83,5550,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06736650,"CEDAR CREEK AT CEDAR COVE, CO",Stream,,10190006,18.9,sq mi,,,40.4188727,-105.2652649,,5,seconds,Interpolated from MAP.,NAD83,5600,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06736700,"BIG THOMPSON R ABOVE DILLE TUNNEL, NR DRAKE, CO.",Stream,,10190006,305,sq mi,,,40.4149839,-105.250542,24000,5,seconds,Interpolated from MAP.,NAD83,5540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06737500,"HORSETOOTH RESERVOIR NEAR FORT COLLINS, CO.","Lake, Reservoir, Impoundment",,10190007,,,,,40.5999823,-105.1688703,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06738000,"BIG THOMPSON RIVER AT MOUTH OF CANYON NR DRAKE, CO",Stream,,10190006,305,sq mi,,,40.4216504,-105.2266522,,1,minutes,Interpolated from MAP.,NAD83,5305.47,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06739000,"BIG THOMPSON RIVER NEAR ARKINS, CO",Stream,,10190006,306,sq mi,,,40.4216667,-105.2208333,24000,1,seconds,Interpolated from Digital MAP.,NAD83,5275,feet,20,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06739210,"BIG THOMPSON R AB BUCKHORN C, NEAR LOVELAND, CO.",Stream,,10190006,314,sq mi,,,40.4172059,-105.190262,,5,seconds,Interpolated from MAP.,NAD83,5109.,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06739500,"BUCKHORN CREEK NEAR MASONVILLE, CO",Stream,,10190006,136,sq mi,,,40.4344444,-105.1844444,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5125,feet,10,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06740000,"DRY CREEK NEAR PINEWOOD, CO.",Stream,,10190006,7.11,sq mi,,,40.3727619,-105.2272083,,5,seconds,Interpolated from MAP.,NAD83,5420.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741000,"COTTONWOOD CREEK NEAR PINEWOOD, CO",Stream,,10190006,14.7,sq mi,,,40.3777619,-105.2358197,24000,5,seconds,Interpolated from MAP.,NAD83,5650,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741345,"LAKE LOVELAND, CO.","Lake, Reservoir, Impoundment",,10190006,,,,,40.4210944,-105.082758,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741355,"HORSESHOE LAKE, CO.","Lake, Reservoir, Impoundment",,10190006,,,,,40.4283164,-105.0463676,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741357,"BOYD LAKE, CO.","Lake, Reservoir, Impoundment",,10190006,,,,,40.4130387,-105.0360896,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741480,"BIG THOMPSON RIVER ABOVE LOVELAND, CO.",Stream,,10190006,503,sq mi,,,40.4005391,-105.1227597,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741500,"BIG THOMPSON RIVER NEAR LOVELAND, CO.",Stream,,10190006,505,sq mi,,,40.3980391,-105.1063702,,5,seconds,Interpolated from MAP.,NAD83,4970.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741510,"BIG THOMPSON RIVER AT LOVELAND, CO.",Stream,,10190006,531,sq mi,,,40.3785946,-105.0610909,,5,seconds,Interpolated from MAP.,NAD83,4906.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741520,"BIG THOMPSON RIVER BELOW LOVELAND, CO.",Stream,,10190006,545,sq mi,,,40.3833167,-105.0297008,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06741530,"BIG THOMPSON RIVER AT I-25, NEAR LOVELAND, CO.",Stream,,10190006,572,sq mi,,,40.3974831,-104.9927548,,5,seconds,Interpolated from MAP.,NAD83,4835.,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06742000,"LITTLE THOMPSON RIVER NEAR BERTHOUD, CO",Stream,,10190006,100,sq mi,,,40.2572073,-105.2047086,,5,seconds,Interpolated from MAP.,NAD83,5220,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06742015,ISH RESERVOIR,"Lake, Reservoir, Impoundment",,10190006,,,,,40.2516512,-105.082204,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,013,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06742500,"CARTER LAKE NEAR BERTHOUD, CO.","Lake, Reservoir, Impoundment",,10190006,,,,,40.324429,-105.2119304,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06743470,"LITTLE THOMPSON RIV AT CO HWY 257 AT MILLIKEN, CO",Stream,,10190006,,,,,40.3350472,-104.8678028,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06743500,"LITTLE THOMPSON RIVER AT MILLIKEN, CO",Stream,,10190006,199,sq mi,,,40.3352603,-104.8652504,,5,seconds,Interpolated from MAP.,NAD83,4735,feet,15,feet,Interpolated from topographic map.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06744000,"BIG THOMPSON RIVER AT MOUTH, NEAR LA SALLE, CO.",Stream,,10190006,831,sq mi,,,40.3499817,-104.7849693,,5,seconds,Interpolated from MAP.,NAD83,4680.00,feet,15,feet,Unknown.,NGVD29,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06744030,"BIG THOMPSON RIV AT CR396 ABV MOUTH NR LA SALLE,CO",Stream,,10190006,,,,,40.35135,-104.7750639,24000,1,seconds,Interpolated from MAP.,NAD83,4683,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,08,123,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06745000,"CACHE LA POUDRE RIVER AB CHAMBERS LK OUTLET, CO.",Stream,,10190007,89.7,sq mi,,,40.6341478,-105.8075081,,5,seconds,Interpolated from MAP.,NAD83,8420.00,feet,15,feet,Unknown.,NGVD29,US,08,069,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06745500,"CAMERON PASS DITCH AT CAMERON PASS, CO.",Stream: Ditch,,10180001,,,,,40.5202603,-105.893624,,5,seconds,Interpolated from MAP.,NAD83,10270.00,feet,15,feet,Unknown.,NGVD29,US,08,057,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,USGS-06746000,"MICHIGAN DITCH AT CAMERON PASS, CO.",Stream: Ditch,,10180001,,,,,40.520538,-105.8927906,,5,seconds,Interpolated from MAP.,NAD83,10260.00,feet,15,feet,Unknown.,NGVD29,US,08,057,,,,,,,,,NWIS
